ID,Context,FixFreq,BlockFreq
5459,( Assignment|Assignment|ForStatement|ForStatement|ForStatement ),0,2
5460,( ForStatement|Assignment|ForStatement|Assignment|ReturnStatement ),0,2
5461,( ForStatement|ForStatement|ReturnStatement|Assignment|None ),0,2
5462,( None|ForStatement|ForStatement|Assignment|ReturnStatement ),0,2
5463,( VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|MethodInvocation|None ),11,39
5464,( Assignment|IfStatement|MethodInvocation|MethodInvocation|MethodInvocation ),6,22
5465,( MethodInvocation|Assignment|MethodInvocation|IfStatement|VariableDeclarationStatement ),6,10
5466,( Assignment|MethodInvocation|Assignment|IfStatement|IfStatement ),2,14
5467,( MethodInvocation|Assignment|IfStatement|None|Assignment ),0,5
5468,( IfStatement|MethodInvocation|Assignment|Assignment|MethodInvocation ),1,5
5469,( MethodInvocation|MethodInvocation|VariableDeclarationStatement|Assignment|VariableDeclarationStatement ),2,8
5470,( None|MethodInvocation|MethodInvocation|Assignment|VariableDeclarationStatement ),2,85
5471,( VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|MethodInvocation|Assignment ),8,17
5472,( VariableDeclarationStatement|VariableDeclarationStatement|Assignment|MethodInvocation|Assignment ),1,9
5473,( Assignment|Assignment|IfStatement|MethodInvocation|MethodInvocation ),1,7
5474,( None|Assignment|Assignment|MethodInvocation|IfStatement ),13,35
5475,( MethodInvocation|IfStatement|MethodInvocation|Assignment|Assignment ),0,11
5476,( VariableDeclarationStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement|MethodInvocation ),6,43
5477,( Assignment|VariableDeclarationStatement|IfStatement|None|MethodInvocation ),8,26
5478,( IfStatement|Assignment|MethodInvocation|VariableDeclarationStatement|None ),8,16
5479,( MethodInvocation|MethodInvocation|VariableDeclarationStatement|IfStatement|MethodInvocation ),7,58
5480,( Assignment|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|IfStatement ),2,10
5481,( VariableDeclarationStatement|Assignment|IfStatement|MethodInvocation|MethodInvocation ),1,67
5482,( IfStatement|VariableDeclarationStatement|MethodInvocation|Assignment|Assignment ),0,5
5483,( IfStatement|Assignment|IfStatement|MethodInvocation|Assignment ),0,8
5484,( VariableDeclarationStatement|MethodInvocation|Assignment|Assignment|Assignment ),1,8
5485,( MethodInvocation|Assignment|VariableDeclarationStatement|Assignment|Assignment ),1,8
5486,( None|MethodInvocation|VariableDeclarationStatement|Assignment|Assignment ),9,41
5487,( Assignment|VariableDeclarationStatement|Assignment|MethodInvocation|MethodInvocation ),1,14
5488,( IfStatement|Assignment|IfStatement|MethodInvocation|VariableDeclarationStatement ),1,8
5489,( Assignment|VariableDeclarationStatement|Assignment|Assignment|IfStatement ),0,14
5490,( IfStatement|VariableDeclarationStatement|Assignment|VariableDeclarationStatement|TryStatement ),0,3
5491,( Assignment|IfStatement|TryStatement|VariableDeclarationStatement|MethodInvocation ),0,3
5492,( TryStatement|Assignment|MethodInvocation|IfStatement|Assignment ),0,3
5493,( None|Assignment|TryStatement|IfStatement|MethodInvocation ),0,3
5494,( MethodInvocation|TryStatement|Assignment|Assignment|None ),0,5
5495,( None|TryStatement|MethodInvocation|Assignment|Assignment ),4,11
5496,( Assignment|MethodInvocation|None|TryStatement|None ),0,7
5497,( None|MethodInvocation|Assignment|TryStatement|None ),0,7
5498,( Assignment|IfStatement|Assignment|None|IfStatement ),2,9
5499,( IfStatement|Assignment|Assignment|Assignment|MethodInvocation ),2,13
5500,( Assignment|IfStatement|IfStatement|MethodInvocation|VariableDeclarationStatement ),1,1
5501,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|VariableDeclarationStatement|None ),22,134
5502,( MethodInvocation|MethodInvocation|IfStatement|IfStatement|Assignment ),0,5
5503,( IfStatement|MethodInvocation|Assignment|MethodInvocation|IfStatement ),4,8
5504,( IfStatement|Assignment|VariableDeclarationStatement|IfStatement|IfStatement ),7,19
5505,( MethodInvocation|IfStatement|IfStatement|IfStatement|MethodInvocation ),3,36
5506,( IfStatement|MethodInvocation|MethodInvocation|IfStatement|IfStatement ),15,34
5507,( None|MethodInvocation|IfStatement|IfStatement|MethodInvocation ),14,169
5508,( MethodInvocation|IfStatement|IfStatement|MethodInvocation|None ),2,22
5509,( MethodInvocation|Assignment|Assignment|VariableDeclarationStatement|IfStatement ),2,4
5510,( IfStatement|Assignment|Assignment|MethodInvocation|Assignment ),0,7
5511,( IfStatement|Assignment|IfStatement|VariableDeclarationStatement|None ),4,15
5512,( VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|Assignment|IfStatement ),2,17
5513,( IfStatement|Assignment|VariableDeclarationStatement|None|VariableDeclarationStatement ),3,22
5514,( VariableDeclarationStatement|VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|TryStatement ),5,15
5515,( IfStatement|VariableDeclarationStatement|Assignment|None|MethodInvocation ),3,20
5516,( VariableDeclarationStatement|Assignment|Assignment|Assignment|VariableDeclarationStatement ),1,11
5517,( VariableDeclarationStatement|Assignment|TryStatement|VariableDeclarationStatement|IfStatement ),1,7
5518,( VariableDeclarationStatement|Assignment|VariableDeclarationStatement|IfStatement|Assignment ),1,16
5519,( Assignment|VariableDeclarationStatement|VariableDeclarationStatement|Assignment|TryStatement ),0,7
5520,( None|Assignment|VariableDeclarationStatement|VariableDeclarationStatement|TryStatement ),0,71
5521,( IfStatement|TryStatement|IfStatement|VariableDeclarationStatement|Assignment ),0,1
5522,( IfStatement|IfStatement|Assignment|TryStatement|TryStatement ),0,1
5523,( None|IfStatement|IfStatement|TryStatement|Assignment ),0,1
5524,( Assignment|IfStatement|TryStatement|IfStatement|VariableDeclarationStatement ),0,1
5525,( None|IfStatement|Assignment|IfStatement|TryStatement ),0,1
5526,( TryStatement|Assignment|VariableDeclarationStatement|IfStatement|Assignment ),0,7
5527,( None|Assignment|TryStatement|IfStatement|VariableDeclarationStatement ),0,7
5528,( VariableDeclarationStatement|TryStatement|Assignment|Assignment|IfStatement ),0,7
5529,( None|TryStatement|VariableDeclarationStatement|Assignment|Assignment ),0,9
5530,( Assignment|VariableDeclarationStatement|IfStatement|TryStatement|VariableDeclarationStatement ),2,9
5531,( None|VariableDeclarationStatement|Assignment|TryStatement|IfStatement ),0,13
5532,( IfStatement|Assignment|VariableDeclarationStatement|VariableDeclarationStatement|Assignment ),9,28
5533,( VariableDeclarationStatement|IfStatement|Assignment|Assignment|IfStatement ),5,38
5534,( Assignment|VariableDeclarationStatement|IfStatement|IfStatement|IfStatement ),8,21
5535,( IfStatement|IfStatement|IfStatement|Assignment|MethodInvocation ),0,12
5536,( IfStatement|IfStatement|MethodInvocation|IfStatement|VariableDeclarationStatement ),39,72
5537,( MethodInvocation|IfStatement|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement ),4,34
5538,( VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|MethodInvocation|MethodInvocation ),59,278
5539,( IfStatement|VariableDeclarationStatement|Assignment|MethodInvocation|IfStatement ),4,14
5540,( Assignment|IfStatement|IfStatement|VariableDeclarationStatement|Assignment ),3,23
5541,( Assignment|IfStatement|IfStatement|Assignment|Assignment ),5,29
5542,( Assignment|IfStatement|IfStatement|Assignment|IfStatement ),0,22
5543,( IfStatement|IfStatement|Assignment|Assignment|VariableDeclarationStatement ),1,5
5544,( Assignment|IfStatement|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement ),5,17
5545,( VariableDeclarationStatement|Assignment|Assignment|VariableDeclarationStatement|MethodInvocation ),1,15
5546,( Assignment|VariableDeclarationStatement|MethodInvocation|Assignment|MethodInvocation ),1,20
5547,( MethodInvocation|Assignment|MethodInvocation|VariableDeclarationStatement|IfStatement ),1,11
5548,( Assignment|IfStatement|IfStatement|MethodInvocation|Assignment ),0,8
5549,( Assignment|TryStatement|IfStatement|IfStatement|Assignment ),2,4
5550,( ForStatement|VariableDeclarationStatement|IfStatement|IfStatement|VariableDeclarationStatement ),0,6
5551,( IfStatement|ForStatement|VariableDeclarationStatement|VariableDeclarationStatement|ForStatement ),0,6
5552,( VariableDeclarationStatement|IfStatement|ForStatement|ForStatement|IfStatement ),0,1
5553,( None|IfStatement|VariableDeclarationStatement|ForStatement|ForStatement ),0,6
5554,( IfStatement|ForStatement|MethodInvocation|VariableDeclarationStatement|ReturnStatement ),0,3
5555,( MethodInvocation|IfStatement|ReturnStatement|ForStatement|None ),0,3
5556,( None|IfStatement|MethodInvocation|ForStatement|ReturnStatement ),0,3
5557,( MethodInvocation|MethodInvocation|Assignment|Assignment|IfStatement ),0,7
5558,( VariableDeclarationStatement|ForStatement|MethodInvocation|VariableDeclarationStatement|ReturnStatement ),6,12
5559,( MethodInvocation|VariableDeclarationStatement|ReturnStatement|ForStatement|None ),2,55
5560,( None|VariableDeclarationStatement|MethodInvocation|ForStatement|ReturnStatement ),0,55
5561,( VariableDeclarationStatement|IfStatement|MethodInvocation|VariableDeclarationStatement|Assignment ),2,20
5562,( Assignment|VariableDeclarationStatement|MethodInvocation|None|None ),58,69
5563,( MethodInvocation|VariableDeclarationStatement|Assignment|IfStatement|VariableDeclarationStatement ),0,3
5564,( None|VariableDeclarationStatement|MethodInvocation|IfStatement|Assignment ),5,34
5565,( Assignment|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|Assignment ),3,8
5566,( IfStatement|MethodInvocation|MethodInvocation|IfStatement|MethodInvocation ),8,65
5567,( IfStatement|MethodInvocation|MethodInvocation|MethodInvocation|Assignment ),2,8
5568,( MethodInvocation|IfStatement|Assignment|MethodInvocation|None ),1,8
5569,( None|IfStatement|MethodInvocation|MethodInvocation|Assignment ),1,26
5570,( VariableDeclarationStatement|MethodInvocation|Assignment|VariableDeclarationStatement|MethodInvocation ),1,11
5571,( Assignment|VariableDeclarationStatement|MethodInvocation|MethodInvocation|None ),7,47
5572,( None|VariableDeclarationStatement|Assignment|MethodInvocation|MethodInvocation ),6,121
5573,( TryStatement|VariableDeclarationStatement|IfStatement|VariableDeclarationStatement|TryStatement ),3,11
5574,( IfStatement|TryStatement|TryStatement|VariableDeclarationStatement|IfStatement ),1,3
5575,( TryStatement|IfStatement|IfStatement|TryStatement|IfStatement ),0,1
5576,( None|IfStatement|TryStatement|TryStatement|IfStatement ),0,4
5577,( IfStatement|TryStatement|IfStatement|IfStatement|None ),1,5
5578,( None|TryStatement|IfStatement|IfStatement|IfStatement ),1,12
5579,( IfStatement|IfStatement|None|TryStatement|None ),7,16
5580,( None|IfStatement|IfStatement|TryStatement|None ),0,16
5581,( ForStatement|Assignment|VariableDeclarationStatement|Assignment|Assignment ),0,3
5582,( VariableDeclarationStatement|MethodInvocation|Assignment|MethodInvocation|Assignment ),2,24
5583,( Assignment|VariableDeclarationStatement|Assignment|MethodInvocation|None ),0,16
5584,( VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|Assignment|TryStatement ),1,3
5585,( IfStatement|VariableDeclarationStatement|TryStatement|VariableDeclarationStatement|MethodInvocation ),0,11
5586,( TryStatement|IfStatement|MethodInvocation|VariableDeclarationStatement|MethodInvocation ),0,4
5587,( None|IfStatement|TryStatement|VariableDeclarationStatement|MethodInvocation ),3,17
5588,( MethodInvocation|TryStatement|MethodInvocation|IfStatement|MethodInvocation ),0,3
5589,( None|TryStatement|MethodInvocation|IfStatement|MethodInvocation ),0,11
5590,( MethodInvocation|MethodInvocation|MethodInvocation|TryStatement|ForStatement ),1,2
5591,( None|MethodInvocation|MethodInvocation|TryStatement|MethodInvocation ),12,55
5592,( MethodInvocation|MethodInvocation|ForStatement|MethodInvocation|MethodInvocation ),6,36
5593,( ForStatement|MethodInvocation|MethodInvocation|MethodInvocation|ForStatement ),0,3
5594,( None|MethodInvocation|ForStatement|MethodInvocation|MethodInvocation ),9,65
5595,( ForStatement|MethodInvocation|MethodInvocation|ForStatement|IfStatement ),0,2
5596,( MethodInvocation|ForStatement|IfStatement|MethodInvocation|IfStatement ),0,2
5597,( None|ForStatement|MethodInvocation|MethodInvocation|IfStatement ),5,12
5598,( IfStatement|MethodInvocation|IfStatement|ForStatement|ReturnStatement ),0,2
5599,( None|MethodInvocation|IfStatement|ForStatement|IfStatement ),0,5
5600,( MethodInvocation|IfStatement|MethodInvocation|IfStatement|ReturnStatement ),4,29
5601,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|MethodInvocation|MethodInvocation ),62,497
5602,( VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|IfStatement ),28,236
5603,( VariableDeclarationStatement|MethodInvocation|TryStatement|VariableDeclarationStatement|None ),3,24
5604,( VariableDeclarationStatement|IfStatement|TryStatement|TryStatement|None ),2,2
5605,( VariableDeclarationStatement|IfStatement|TryStatement|None|IfStatement ),9,12
5606,( TryStatement|VariableDeclarationStatement|IfStatement|IfStatement|VariableDeclarationStatement ),0,28
5607,( IfStatement|TryStatement|VariableDeclarationStatement|VariableDeclarationStatement|TryStatement ),0,22
5608,( None|TryStatement|IfStatement|VariableDeclarationStatement|VariableDeclarationStatement ),1,80
5609,( None|IfStatement|VariableDeclarationStatement|TryStatement|TryStatement ),2,26
5610,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|IfStatement|VariableDeclarationStatement ),4,32
5611,( MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|TryStatement ),1,20
5612,( VariableDeclarationStatement|VariableDeclarationStatement|IfStatement|MethodInvocation|None ),5,28
5613,( VariableDeclarationStatement|IfStatement|MethodInvocation|VariableDeclarationStatement|TryStatement ),7,13
5614,( MethodInvocation|VariableDeclarationStatement|TryStatement|IfStatement|None ),1,6
5615,( None|VariableDeclarationStatement|MethodInvocation|IfStatement|TryStatement ),2,21
5616,( MethodInvocation|MethodInvocation|VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation ),51,309
5617,( VariableDeclarationStatement|MethodInvocation|MethodInvocation|MethodInvocation|None ),25,80
5618,( VariableDeclarationStatement|Assignment|VariableDeclarationStatement|IfStatement|MethodInvocation ),1,10
5619,( VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|Assignment|TryStatement ),0,1
5620,( SuperMethodInvocation|None|Assignment|None|Assignment ),0,10
5621,( Assignment|SuperMethodInvocation|Assignment|None|Assignment ),0,5
5622,( None|SuperMethodInvocation|Assignment|None|Assignment ),0,10
5623,( Assignment|Assignment|Assignment|SuperMethodInvocation|None ),0,2
5624,( None|Assignment|Assignment|SuperMethodInvocation|Assignment ),0,6
5625,( SuperMethodInvocation|None|MethodInvocation|None|MethodInvocation ),2,21
5626,( MethodInvocation|SuperMethodInvocation|MethodInvocation|None|MethodInvocation ),2,7
5627,( None|SuperMethodInvocation|MethodInvocation|None|MethodInvocation ),1,21
5628,( MethodInvocation|MethodInvocation|MethodInvocation|SuperMethodInvocation|None ),1,4
5629,( None|MethodInvocation|MethodInvocation|SuperMethodInvocation|MethodInvocation ),0,13
5630,( VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|None|SuperMethodInvocation ),0,6
5631,( VariableDeclarationStatement|VariableDeclarationStatement|SuperMethodInvocation|MethodInvocation|MethodInvocation ),0,6
5632,( None|VariableDeclarationStatement|VariableDeclarationStatement|MethodInvocation|SuperMethodInvocation ),0,6
5633,( SuperMethodInvocation|VariableDeclarationStatement|MethodInvocation|VariableDeclarationStatement|IfStatement ),0,6
5634,( None|VariableDeclarationStatement|SuperMethodInvocation|VariableDeclarationStatement|MethodInvocation ),0,6
5635,( MethodInvocation|SuperMethodInvocation|IfStatement|VariableDeclarationStatement|VariableDeclarationStatement ),0,2
5636,( None|SuperMethodInvocation|MethodInvocation|VariableDeclarationStatement|IfStatement ),0,6
5637,( IfStatement|MethodInvocation|VariableDeclarationStatement|SuperMethodInvocation|MethodInvocation ),0,2
